gu_code,monthly_rent,deposit,build_year,year,month,day,dong,apt_name,area,floor,jibun,contract_type,contract_term,prev_deposit,prev_monthly_rent
11110,0,"17,000",2000,2020,3,5,숭인동,숭인모범101동,59.64,6,569,,,,
11110,0,"37,000",1999,2020,3,23,창신동,두산,59.95,18,232,,,,
11110,250,"5,000",2003,2020,3,25,내수동,경희궁파크팰리스,117.26,9,95,,,,
11110,0,"45,000",2017,2020,3,28,교북동,경희궁자이(4단지),37.2635,8,126,,,,
11110,80,"60,000",2017,2020,3,21,평동,경희궁자이(3단지),77.654,1,233,,,,
11110,0,"56,000",2008,2020,3,28,무악동,인왕산아이파크,84.858,3,60,,,,
11110,0,"40,000",2008,2020,3,9,숭인동,종로센트레빌,59.92,3,2-1,,,,
11110,0,"25,000",1993,2020,3,7,창신동,창신쌍용2,54.7,12,703,,,,
11110,60,"25,000",2008,2020,3,2,숭인동,종로센트레빌,84.92,6,2-1,,,,
11110,0,"35,000",1999,2020,3,25,명륜2가,명륜동주상복합아남아파트,59.36,2,237,,,,
11110,0,"40,000",2008,2020,3,18,숭인동,종로센트레빌,59.92,7,2-1,,,,
11110,0,"95,000",2008,2020,3,22,사직동,광화문스페이스본(101동~105동),158.99,7,9,,,,
11110,55,"1,000",2013,2020,3,11,숭인동,종로중흥S클래스,17.811,13,202-3,,,,
11110,0,"45,000",2006,2020,3,13,창신동,브라운스톤창신,84.87,3,23-76,,,,
11110,0,"75,000",2008,2020,3,21,무악동,인왕산아이파크,114.931,5,60,,,,
11110,0,"21,000",1968,2020,3,1,낙원동,낙원,107.17,13,288,,,,
11110,0,"34,000",1992,2020,3,14,창신동,창신쌍용1,79.87,8,702,,,,
11110,0,"92,000",2017,2020,3,25,홍파동,경희궁자이(2단지),84.907,3,199,,,,
11110,0,"70,000",2017,2020,3,27,홍파동,경희궁자이(2단지),84.907,19,199,,,,
11110,300,"4,000",2017,2020,3,7,홍파동,경희궁자이(2단지),84.836,14,199,,,,
11110,90,"3,000",1992,2020,3,30,창신동,창신쌍용1,54.7,6,702,,,,
11110,160,"10,000",2019,2020,3,29,무악동,경희궁롯데캐슬,59.6737,9,89,,,,
11110,0,"45,000",2017,2020,3,21,교북동,경희궁자이(4단지),37.2635,11,126,,,,
11110,0,"60,000",2000,2020,3,11,무악동,현대,84.92,5,82,,,,
11110,0,"25,000",1999,2020,3,13,명륜3가,한빛,59.73,4,1-30,,,,
11110,70,"10,000",1999,2020,3,23,창신동,두산,59.95,16,232,,,,
11110,0,"26,000",1992,2020,3,25,창신동,창신쌍용1,54.7,10,702,,,,
11110,0,"43,000",2000,2020,3,23,무악동,현대,60,14,82,,,,
11110,45,"3,000",2013,2020,3,10,숭인동,종로중흥S클래스,19.466,12,202-3,,,,
11110,130,"3,000",2019,2020,3,6,구기동,마운틴뷰,62.75,6,125-5,,,,
11110,240,"5,000",2008,2020,3,21,평창동,르트랑시망,135.17,2,102,,,,
11110,160,"20,000",2008,2020,3,18,사직동,광화문스페이스본(101동~105동),70.8,7,9,,,,
11110,60,"1,000",1997,2020,3,10,평창동,갑을아파트,30.46,10,595,,,,
11110,0,"12,000",2013,2020,3,30,숭인동,익성씨티하임,15.42,15,1392,,,,
11110,80,"4,000",1993,2020,3,14,창신동,창신쌍용2,64.66,6,703,,,,
11110,135,"20,000",1995,2020,3,17,명륜2가,아남1,84.9,9,4,,,,
11110,0,"25,000",1993,2020,3,7,창신동,창신쌍용2,54.7,12,703,,,,
11110,0,"90,000",2017,2020,3,9,홍파동,경희궁자이(2단지),84.836,6,199,,,,
11110,75,"20,000",2009,2020,3,2,숭인동,종로청계힐스테이트,59.9426,7,766,,,,
11110,80,"5,000",1992,2020,3,13,창신동,창신쌍용1,54.7,4,702,,,,
11110,60,"6,000",2003,2020,3,28,익선동,현대뜨레비앙,46.64,5,55,,,,
11110,0,"50,000",1983,2020,3,6,당주동,세종,104.73,4,100,신규,20.04~22.04,,
11110,50,500,2012,2020,3,23,숭인동,삼전솔하임2차,15,9,296-19,,,,
11110,80,"75,000",2008,2020,3,25,사직동,광화문스페이스본(101동~105동),159.01,3,9,,,,
11110,80,"3,000",2003,2020,3,2,익선동,현대뜨레비앙,48.54,5,55,,,,
11110,0,"17,000",2000,2020,3,30,숭인동,숭인모범101동,59.65,7,569,,,,
11110,0,"23,000",1979,2020,3,31,숭인동,숭인상가,78.75,5,204-11,,,,
11110,90,"60,000",2017,2020,3,4,평동,경희궁자이(3단지),84.614,15,233,,,,
11110,40,"3,000",2012,2020,3,19,숭인동,삼전솔하임2차,16.67,9,296-19,,,,
11110,0,"48,000",2006,2020,3,7,창신동,브라운스톤창신,84.67,12,23-76,,,,
11110,100,"5,000",1992,2020,3,18,창신동,창신쌍용1,79.87,10,702,,,,
11110,50,"1,000",2012,2020,3,28,숭인동,삼전솔하임2차,14.69,7,296-19,,,,
11110,0,"33,000",1992,2020,3,30,창신동,창신쌍용1,79.87,11,702,,,,
11110,280,560,2003,2020,3,12,내수동,경희궁파크팰리스,103.77,16,95,,,,
11110,0,"28,000",1993,2020,3,9,창신동,창신쌍용2,64.66,8,703,,,,
11110,50,"1,000",2012,2020,3,13,숭인동,삼전솔하임2차,15,4,296-19,,,,
11110,50,"35,000",2000,2020,3,4,무악동,현대,84.92,3,82,,,,
11110,0,"45,000",2017,2020,3,9,교북동,경희궁자이(4단지),37.2635,7,126,,,,
11110,135,"20,000",1995,2020,3,17,명륜2가,아남1,84.9,9,4,,,,
11110,0,"27,500",1993,2020,3,31,창신동,창신쌍용2,64.66,13,703,,,,
11110,0,"13,000",2012,2020,3,31,숭인동,삼전솔하임2차,16.67,7,296-19,,,,
11110,0,"29,000",1993,2020,3,30,창신동,창신쌍용2,64.66,3,703,,,,
