gu_code,price,trade_type,build_year,year,month,day,dong,apt_name,area,floor,jibun
11620,"89,950",,2000,2020,9,14,봉천동,봉천우성,114.78,4,1706
11620,"60,000",,1996,2020,9,29,신림동,LIG대학마을(건영아파트3차),58.9,5,1703-1
11620,"60,000",,2004,2020,9,29,봉천동,아이펠리스,111.78,3,179-2
11620,"49,500",,1998,2020,9,24,봉천동,인헌,59.75,3,1725
11620,"39,000",,1998,2020,9,24,신림동,신림동쌍용아파트,59.26,4,1686
11620,"68,000",,2008,2020,9,30,남현동,관악산대창센시티2차,84.97,1,1139
11620,"38,000",,2010,2020,9,26,남현동,삼원하이츠11차,56.47,6,602-210
11620,"94,000",,2005,2020,9,28,봉천동,벽산블루밍,101.95,1,1718
11620,"78,800",,2003,2020,9,18,봉천동,관악드림(삼성),59.83,7,1712
11620,"95,900",,1992,2020,9,26,봉천동,현대(관악),116.86,6,1000
11620,"62,000",,2000,2020,9,20,봉천동,은천2단지아파트,59.93,13,1707-1
11620,"26,000",,1997,2020,9,20,신림동,미래,59.98,9,1563-85
11620,"45,500",,2008,2020,9,18,신림동,관악산휴먼시아2단지,59.96,17,1735
11620,"82,500",,2008,2020,9,25,신림동,관악산휴먼시아2단지,114.7,13,1735
11620,"74,000",,2001,2020,9,22,봉천동,은천1,84.65,3,1707
11620,"62,000",,2000,2020,9,20,봉천동,은천2단지아파트,59.93,5,1707-1
11620,"55,000",,2004,2020,9,25,봉천동,하이캐슬,85,5,1718-6
11620,"73,500",,2003,2020,9,16,신림동,신림동신도브래뉴,81.42,13,1722
11620,"73,000",,2005,2020,9,22,봉천동,벽산블루밍,59.99,17,1718
11620,"73,000",,2005,2020,9,26,봉천동,브라운스톤관악,59.67,11,1721
11620,"75,000",,2001,2020,9,17,봉천동,은천1,84.83,7,1707
11620,"67,750",,2000,2020,9,25,봉천동,봉천우성,59.76,12,1706
11620,"75,500",,2004,2020,9,22,봉천동,관악푸르지오,59.58,18,1717
11620,"87,000",,1999,2020,9,15,봉천동,건영6,82.75,14,1701
11620,"67,000",,1993,2020,9,26,신림동,동부,60.38,6,1695
11620,"78,000",,2004,2020,9,24,봉천동,관악푸르지오,59.58,9,1717
11620,"85,000",,1992,2020,9,20,봉천동,현대(관악),116.86,10,1000
11620,"118,500",,2000,2020,9,22,봉천동,두산,114.99,2,1708
11620,"64,000",,2008,2020,9,26,신림동,관악산휴먼시아1단지,59.99,16,1735-1
11620,"49,000",,1998,2020,9,19,봉천동,무학,59.38,5,1531-39
11620,"44,000",,1994,2020,9,25,신림동,신동아,84.3,2,산28-9
