gu_code,monthly_rent,deposit,build_year,year,month,day,dong,apt_name,area,floor,jibun,contract_type,contract_term,prev_deposit,prev_monthly_rent
11710,0,"103,000",2008,2025,2,22,잠실동,잠실엘스,59.96,12,19,,,,
11710,0,"70,000",1979,2025,2,14,신천동,장미1,99,2,7,,,,
11710,0,"100,000",2018,2025,2,5,가락동,헬리오시티,84.98,19,913,,,,
11710,80,"66,000",2018,2025,2,21,가락동,헬리오시티,84.98,21,913,,,,
11710,0,"45,000",1984,2025,2,10,가락동,극동,59.4,10,192,,,,
11710,20,"3,400",1997,2025,2,6,거여동,거여4단지,49.8,3,293,,,,
11710,0,"124,000",2007,2025,2,10,잠실동,트리지움,84.83,24,35,,,,
11710,0,"67,000",2001,2025,2,10,방이동,방이금호어울림,84.3,7,157,,,,
11710,0,"81,000",1988,2025,2,12,문정동,올림픽훼밀리타운,136.325,10,150,,,,
11710,140,"30,000",1997,2025,2,11,오금동,현대백조,78.59,17,11,,,,
11710,0,"28,000",1986,2025,2,8,가락동,우성,43.79,1,96-1,,,,
11710,0,"71,400",2018,2025,2,22,가락동,헬리오시티,49.32,18,913,,,,
11710,0,"39,000",1997,2025,2,24,거여동,거여1단지,49.8,11,290,,,,
11710,0,"110,000",2018,2025,2,15,가락동,헬리오시티,84.95,26,913,,,,
11710,220,"80,000",2008,2025,2,15,신천동,파크리오,121.63,12,17,,,,
11710,0,"110,000",2018,2025,2,8,가락동,헬리오시티,84.98,28,913,,,,
11710,0,"40,000",1999,2025,2,23,풍납동,현대리버빌1지구,43.2,4,260,,,,
11710,0,"64,500",2013,2025,2,20,장지동,위례24단지(꿈에그린),84.96,13,901,,,,
11710,105,"40,000",1978,2025,2,22,잠실동,주공아파트 5단지,82.61,9,27,,,,
11710,20,"50,000",1991,2025,2,25,가락동,현대(6차),84.8,6,55,,,,
11710,0,"75,600",2018,2025,2,26,가락동,헬리오시티,59.96,18,913,,,,
11710,0,"34,700",1978,2025,2,22,잠실동,주공아파트 5단지,76.5,1,27,,,,
11710,70,"5,000",2021,2025,2,14,거여동,송파시그니처롯데캐슬,84.98,17,697,,,,
11710,0,"63,000",1997,2025,2,28,가락동,가락금호아파트,85,6,95-1,,,,
11710,0,"77,000",2016,2025,2,22,문정동,파크하비오,84.9648,14,618,,,,
11710,0,"71,400",2016,2025,2,22,문정동,파크하비오,84.9648,11,618,,,,
11710,0,"45,147",2018,2025,2,10,가락동,헬리오시티,39.1,3,913,,,,
11710,0,"69,300",2018,2025,2,11,가락동,헬리오시티,59.96,4,913,,,,
11710,0,"61,300",2008,2025,2,18,장지동,송파파인타운5단지,84.95,2,845,,,,
11710,0,"57,000",1997,2025,2,19,가락동,가락(1차)쌍용아파트,59.92,4,140,,,,
11710,290,"10,000",1992,2025,2,22,송파동,성지,84.92,1,171,,,,
11710,0,"22,500",1989,2025,2,28,문정동,문정시영,39.69,7,145,,,,
11710,0,"21,000",1989,2025,2,9,문정동,문정시영,46.26,14,145,,,,
11710,0,"45,000",1998,2025,2,13,풍납동,씨티극동1,59.69,11,509,,,,
11710,0,"50,000",1995,2025,2,26,송파동,호수임광,56.6,1,33,,,,
11710,0,"77,700",2007,2025,2,22,잠실동,트리지움,59.88,14,35,,,,
11710,16,"36,000",2011,2025,2,25,마천동,송파파크데일2단지,59.91,2,607,,,,
11710,63,"21,000",2013,2025,2,25,장지동,위례24단지(꿈에그린),51.77,12,901,,,,
11710,0,"104,000",2008,2025,2,8,잠실동,잠실엘스,84.8,1,19,,,,
11710,0,"57,000",2013,2025,2,22,장지동,위례24단지(꿈에그린),51.78,5,901,,,,
11710,0,"42,000",2013,2025,2,1,장지동,위례24단지(꿈에그린),51.77,3,901,,,,
11710,0,"65,000",2018,2025,2,11,가락동,헬리오시티,39.1,4,913,,,,
11710,0,"110,000",2018,2025,2,8,가락동,헬리오시티,84.98,28,913,,,,
11710,0,"40,600",2008,2025,2,7,신천동,파크리오,35.24,7,17,,,,
