gu_code,monthly_rent,deposit,build_year,year,month,day,dong,apt_name,area,floor,jibun,contract_type,contract_term,prev_deposit,prev_monthly_rent
11470,0,"33,075",1986,2020,12,23,목동,목동신시가지4,47.25,9,904,,,,
11470,18,"25,000",1987,2020,12,17,신정동,목동신시가지9,53.82,2,312,,,,
11470,0,"68,000",1986,2020,12,5,목동,목동신시가지5,65.08,2,912,,,,
11470,0,"95,000",1987,2020,12,2,신정동,목동신시가지9,100.33,2,312,,,,
11470,60,"100,000",1997,2020,12,21,목동,목동성원(926-8),114.95,10,926-8,,,,
11470,0,"48,000",1987,2020,12,19,신정동,목동신시가지8,54.94,2,314,,,,
11470,0,"90,000",1987,2020,12,5,신정동,목동신시가지13,98.63,13,327,,,,
11470,0,"40,000",1987,2020,12,5,신정동,목동신시가지9,71.37,15,312,,,,
11470,0,"61,000",1987,2020,12,10,신정동,목동신시가지10,70.2,12,311,,,,
11470,40,"22,000",1987,2020,12,30,신정동,목동신시가지10,53.82,6,311,,,,
11470,0,"45,000",2004,2020,12,29,신월동,대주파크빌,59.98,9,1028,,,,
11470,0,"65,000",1988,2020,12,28,신정동,목동신시가지12,71.64,4,326,,,,
11470,0,"53,000",1988,2020,12,19,신정동,목동신시가지11,66.24,8,325,,,,
11470,0,"71,000",1987,2020,12,20,신정동,목동신시가지9,106.93,1,312,,,,
11470,0,"25,000",2020,2020,12,5,신월동,목동센트럴아이파크위브3단지,52.85,14,1077,,,,
11470,0,"30,500",1987,2020,12,12,신정동,목동신시가지9,71.37,2,312,,,,
11470,26,"92,000",1987,2020,12,10,신정동,목동신시가지9,158.7,2,312,,,,
11470,0,"78,750",1986,2020,12,11,목동,목동신시가지3,116.12,6,903,,,,
11470,0,"63,000",2016,2020,12,8,신정동,목동힐스테이트,59.95,19,1323,,,,
11470,91,"35,000",1997,2020,12,29,목동,목동청구한신아파트,84.77,5,929,,,,
11470,0,"31,000",1988,2020,12,14,신정동,목동신시가지11,66.24,6,325,,,,
11470,0,"90,000",1986,2020,12,30,목동,목동신시가지7,74.12,3,925,,,,
11470,0,"55,000",1990,2020,12,7,신정동,유원목동,84.96,3,87-39,,,,
11470,60,"70,000",1997,2020,12,17,목동,목동청구한신아파트,84.76,9,929,,,,
11470,12,954,2000,2020,12,22,신정동,신트리2단지,32.76,5,1258,,,,
11470,0,"42,000",1986,2020,12,12,목동,목동신시가지6,47.94,19,911,,,,
