gu_code,price,trade_type,build_year,year,month,day,dong,apt_name,area,floor,jibun
11500,"67,000",,2003,2020,2,14,염창동,태진드림피아,79.825,14,296
11500,"44,500",,2005,2020,2,14,화곡동,수산동우,84.32,2,1018-32
11500,"59,800",,1997,2020,2,20,염창동,관음삼성,59.96,1,268
11500,"69,900",,2010,2020,2,15,화곡동,그랜드아이파크,112.46,7,1095
11500,"26,500",,2002,2020,2,15,화곡동,천우(916-7),59.94,3,916-7
11500,"27,500",,2002,2020,2,17,화곡동,천우(916-7),58.86,5,916-7
11500,"37,700",,1994,2020,2,24,방화동,장미,49.2,8,841
11500,"57,000",,1995,2020,2,19,등촌동,주공10,58.14,1,702
11500,"59,000",,1997,2020,2,21,등촌동,등촌라인(조합),59.91,5,628-15
11500,"59,500",,2007,2020,2,18,마곡동,마곡경남아너스빌,59.91,8,1513
11500,"35,000",,1997,2020,2,15,화곡동,곰달래,84.42,2,1137
11500,"65,300",,2008,2020,2,17,내발산동,마곡수명산파크5단지,59.76,4,749
11500,"42,300",,2019,2020,2,5,등촌동,지엠벨리,27.57,15,656-17
11500,"109,500",,2015,2020,2,14,화곡동,강서힐스테이트,84.99,19,1165
11500,"93,000",,1993,2020,2,11,가양동,동신대아,134.88,3,1459
11500,"39,000",,1988,2020,2,29,화곡동,중앙화곡하이츠,74.16,12,351-89
11500,"37,900",,1994,2020,2,7,방화동,방화5,39.6,12,814
11500,"42,500",,2019,2020,2,6,화곡동,스위트드림아파트,50.91,7,1168
11500,"22,000",,2015,2020,2,4,화곡동,벨라팰리스,24.71,5,343-71
11500,"45,000",,1992,2020,2,3,가양동,가양2단지(성지),39.6,2,1461
11500,"50,000",,1995,2020,2,11,방화동,신동아,59.4,15,796
11500,"61,500",,1992,2020,2,20,가양동,가양6단지,49.5,10,1485
11500,"59,000",,1999,2020,2,5,염창동,태영,59.97,9,270-1
11500,"105,000",,2015,2020,2,7,화곡동,강서힐스테이트,84.99,18,1165
11500,"60,000",,1999,2020,2,17,가양동,빛고을우방,59.97,14,448-9
11500,"65,000",,1999,2020,2,17,등촌동,한사랑2삼성,59.37,12,634-2
11500,"42,500",,2005,2020,2,14,화곡동,우공팰리스102동,84.7,2,1026-13
11500,"89,900",,2015,2020,2,19,화곡동,강서힐스테이트,59.99,7,1165
11500,"79,000",,1993,2020,2,29,가양동,동신대아,101.97,3,1459
11500,"62,800",,1995,2020,2,29,등촌동,주공10,58.14,3,702
11500,"64,000",,1998,2020,2,29,등촌동,태영,84.98,2,632-2
11500,"62,800",,1999,2020,2,14,염창동,무학,59.38,14,255
11500,"63,000",,1992,2020,2,18,가양동,가양6단지,49.5,10,1485
11500,"102,500",,2014,2020,2,12,마곡동,마곡엠벨리(15단지),84.5,8,751
11500,"58,800",,1999,2020,2,27,가양동,한보구암마을,59.58,14,1495
11500,"60,000",,1995,2020,2,7,방화동,신동아,84.81,5,796
11500,"64,500",,1994,2020,2,28,염창동,태진한솔,58.87,12,263
11500,"32,500",,1994,2020,2,29,방화동,방화5,33.18,7,814
11500,"65,900",,1999,2020,2,29,염창동,금호타운,59.88,8,240-32
11500,"62,000",,1992,2020,2,14,가양동,가양6단지,49.5,12,1485
11500,"132,000",,2014,2020,2,11,마곡동,마곡엠밸리3단지,114.86,7,736
11500,"26,000",,2002,2020,2,28,화곡동,천우(916-7),58.87,3,916-7
11500,"26,000",,2002,2020,2,22,화곡동,천우(916-7),58.87,4,916-7
11500,"26,000",,2002,2020,2,20,화곡동,천우(916-7),59.94,4,916-7
11500,"96,000",,2005,2020,2,27,내발산동,우장산힐스테이트,84.98,2,657
11500,"39,000",,2006,2020,2,13,가양동,디아이빌102동,83.92,3,239-36
11500,"39,500",,1992,2020,2,28,가양동,가양2단지(성지),34.44,4,1461
11500,"27,500",,2002,2020,2,17,화곡동,천우(916-7),58.87,6,916-7
11500,"125,000",,2015,2020,2,24,화곡동,강서힐스테이트,128.81,14,1165
11500,"28,000",,1999,2020,2,27,화곡동,삼도,70.84,8,913-1
11500,"59,700",,1992,2020,2,25,가양동,가양2단지(성지),49.56,3,1461
11500,"28,600",,1999,2020,2,26,화곡동,삼도,70.84,5,913-1
11500,"103,500",,2015,2020,2,24,화곡동,강서힐스테이트,84.99,4,1165
11500,"64,800",,1995,2020,2,8,등촌동,주공10,58.14,8,702
11500,"110,000",,2015,2020,2,8,화곡동,강서힐스테이트,84.99,15,1165
11500,"32,500",,1994,2020,2,29,방화동,방화5,39.6,1,814
11500,"63,000",,1995,2020,2,29,등촌동,주공10,58.14,11,702
11500,"82,000",,1993,2020,2,22,가양동,동신대아,101.97,7,1459
11500,"42,000",,1992,2020,2,25,가양동,강변,34.44,8,1475
11500,"147,000",,2014,2020,2,22,마곡동,마곡엠밸리7단지,114.69,6,743-4
11500,"42,000",,1994,2020,2,29,방화동,마곡중앙하이츠아파트,59.34,4,852
11500,"68,500",,2003,2020,2,8,방화동,방화동동부센트레빌(875번지),84.97,14,875
11500,"60,900",,1994,2020,2,27,방화동,개화,101.86,2,819
11500,"20,500",,2016,2020,2,24,화곡동,세교예지안5차,29.83,6,914-32
11500,"89,950",,2015,2020,2,19,화곡동,강서힐스테이트,59.99,9,1165
11500,"53,500",,1992,2020,2,26,가양동,가양6단지,39.6,11,1485
11500,"68,500",,1993,2020,2,8,마곡동,신안,59.98,10,422
11500,"59,500",,1992,2020,2,28,가양동,가양2단지(성지),49.56,2,1461
11500,"45,500",,1994,2020,2,10,등촌동,"등촌7,8단지주공아파트",41.85,10,707
11500,"41,000",,1994,2020,2,24,방화동,마곡중앙하이츠아파트,51.03,13,852
11500,"103,000",,2004,2020,2,13,등촌동,등촌동아이파크,165.8299,16,715
11500,"28,000",,2004,2020,2,28,화곡동,태창네스트힐,55.88,8,1146
11500,"62,000",,2002,2020,2,13,등촌동,코오롱오투빌2,84.96,7,712
11500,"80,700",,1994,2020,2,19,염창동,태진한솔,84.97,13,263
11500,"53,800",,1997,2020,2,17,등촌동,등촌라인(조합),59.91,2,628-15
11500,"34,000",,1994,2020,2,27,방화동,방화5,33.18,10,814
11500,"114,000",,2014,2020,2,13,마곡동,마곡엠밸리5단지,84.92,11,740
11500,"102,000",,2005,2020,2,25,내발산동,우장산힐스테이트,84.98,14,657
11500,"74,000",,2004,2020,2,29,화곡동,우장산롯데,117.24,11,1148
11500,"34,000",,2007,2020,2,1,화곡동,그라비스,79.26,7,840-6
11500,"68,750",,1999,2020,2,12,가양동,가양강나루현대,59.76,7,448-1
11500,"68,300",,1995,2020,2,15,등촌동,주공3,58.14,12,688
11500,"107,900",,2008,2020,2,7,화곡동,"우장산아이파크,이편한세상",84.97,17,1159
11500,"32,000",,2005,2020,2,22,화곡동,화곡예다움,64.21,5,461-4
11500,"76,500",,1990,2020,2,22,가양동,가양우성,84.85,15,14-3
11500,"72,000",,1994,2020,2,14,등촌동,"진로,미주아파트",84.96,7,701
11500,"99,500",,2013,2020,2,25,가양동,강서한강자이,84.9903,2,1500
11500,"41,800",,1992,2020,2,28,가양동,가양2단지(성지),34.44,5,1461
11500,"42,000",,1993,2020,2,11,가양동,가양도시개발9-2단지,34.44,5,1490
11500,"62,200",,2008,2020,2,24,내발산동,마곡수명산파크4단지,59.84,2,753
11500,"37,000",,2007,2020,2,22,화곡동,근상프리즘,79.55,15,24-90
11500,"42,300",,1998,2020,2,24,방화동,마곡서광(치현마을),59.67,13,860
11500,"42,000",,1992,2020,2,12,가양동,가양2단지(성지),34.44,6,1461
11500,"65,000",,2004,2020,2,27,방화동,마곡 한진해모로,84.93,7,579
11500,"34,000",,1994,2020,2,29,방화동,방화5,33.18,11,814
11500,"89,900",,2006,2020,2,24,내발산동,강서월드메르디앙,112.6932,14,659-1
11500,"37,500",,2017,2020,2,19,방화동,방화메이빌,44.8323,8,902
11500,"52,500",,2002,2020,2,13,등촌동,보람(640),58.93,3,640
11500,"73,000",,1990,2020,2,22,가양동,가양우성,84.87,2,14-3
11500,"76,000",,1990,2020,2,11,가양동,가양우성,84.87,10,14-3
11500,"62,000",,1999,2020,2,8,등촌동,제일(코오롱),84.83,6,642
11500,"63,500",,1994,2020,2,29,염창동,태진한솔,58.87,10,263
11500,"114,000",,2014,2020,2,2,마곡동,마곡엠밸리6단지,84.88,4,743
11500,"85,000",,2004,2020,2,1,등촌동,등촌동아이파크,84.9958,9,715
11500,"44,000",,2013,2020,2,27,화곡동,강서뉴타워,83.13,2,1071-19
11500,"52,000",,2004,2020,2,15,염창동,이너스내안에,59.9,4,254-2
11500,"56,000",,2009,2020,2,17,공항동,공항동부센트레빌,59.96,4,1374
11500,"68,000",,2005,2020,2,22,염창동,송촌,92.94,3,264-18
11500,"71,000",,2006,2020,2,17,염창동,염창2차한화꿈에그린,59.99,6,302
11500,"88,000",,2005,2020,2,29,염창동,강변힐스테이트,84.99,4,299
11500,"59,800",,1998,2020,2,22,염창동,동아,59.97,15,292
11500,"115,000",,2014,2020,2,17,마곡동,마곡엠밸리4단지,84.85,7,738
11500,"103,000",,2003,2020,2,22,화곡동,우장산롯데캐슬,177.86,3,1145
11500,"94,000",,2016,2020,2,26,마곡동,마곡엠밸리8단지,59.79,15,741
11500,"69,400",,1999,2020,2,20,가양동,가양강나루현대,59.76,5,448-1
11500,"58,700",,2002,2020,2,29,내발산동,타워힐101동,84.9095,11,661-2
11500,"39,700",,1992,2020,2,22,가양동,강변,34.44,15,1475
11500,"116,000",,2005,2020,2,28,염창동,염창1차한화꿈에그린,84.93,16,281-22
11500,"48,000",,1992,2020,2,8,가양동,가양6단지,39.6,15,1485
11500,"93,000",,2005,2020,2,9,염창동,염창1차한화꿈에그린,59.94,19,281-22
11500,"59,900",,1999,2020,2,10,가양동,빛고을우방,59.97,15,448-9
11500,"112,000",,2005,2020,2,19,내발산동,우장산힐스테이트,84.98,10,657
11500,"90,800",,2005,2020,2,29,염창동,염창1차한화꿈에그린,59.94,6,281-22
11500,"60,000",,2005,2020,2,29,방화동,방화3차우림필유,84.77,9,546-1
11500,"77,800",,2010,2020,2,7,화곡동,강서그랜드아이파크주상복합,130.17,12,1095-4
11500,"65,000",,1999,2020,2,17,염창동,금호타운,59.88,12,240-32
11500,"110,000",,2014,2020,2,24,마곡동,마곡엠밸리5단지,84.92,3,740
11500,"56,600",,2003,2020,2,7,방화동,대림e-편한세상,67.68,9,874
11500,"70,000",,1994,2020,2,1,염창동,현대1,84.96,12,288
11500,"86,500",,2005,2020,2,8,내발산동,우장산힐스테이트,59.98,5,657
11500,"72,000",,2003,2020,2,22,등촌동,코오롱하늘채,84.96,13,714
11500,"59,000",,1992,2020,2,8,등촌동,우성,84.96,8,630-3
11500,"65,700",,1995,2020,2,29,등촌동,주공3,58.14,14,688
11500,"35,500",,2004,2020,2,26,화곡동,우영,62.47,8,1147
11500,"71,500",,1994,2020,2,26,등촌동,"진로,미주아파트",84.96,10,701
11500,"41,000",,2007,2020,2,27,화곡동,올림푸스,77.455,6,1101-8
11500,"103,000",,2015,2020,2,29,화곡동,강서힐스테이트,84.99,16,1165
11500,"79,500",,2004,2020,2,23,염창동,월드메르디앙,84.98,7,297
11500,"110,000",,2015,2020,2,19,화곡동,강서힐스테이트,84.99,19,1165
11500,"52,800",,1997,2020,2,3,방화동,삼성꽃마을,84.41,12,858
11500,"63,400",,1998,2020,2,23,염창동,벽산늘푸른,84.94,5,290
11500,"41,000",,2005,2020,2,26,화곡동,우공팰리스101동,69.24,6,1026-27
11500,"36,800",,1994,2020,2,11,방화동,장미,49.2,7,841
11500,"79,600",,2010,2020,2,25,화곡동,그랜드아이파크,123.48,14,1095
11500,"39,000",,1988,2020,2,29,화곡동,중앙화곡하이츠,74.16,12,351-89
11500,"67,800",,1992,2020,2,20,가양동,가양6단지,58.65,11,1485
11500,"53,000",,1998,2020,2,22,화곡동,초록,59.34,2,1139
11500,"18,500",,2003,2020,2,20,화곡동,남촌,56.85,4,914-10
11500,"62,700",,2003,2020,2,11,마곡동,마곡우림필유아파트,74.946,3,1467
11500,"51,300",,1992,2020,2,24,가양동,강변,39.6,10,1475
11500,"45,000",,2003,2020,2,29,내발산동,예스빌,84.6,2,687-2
11500,"77,000",,2005,2020,2,11,마곡동,한솔솔파크,59.81,14,716
11500,"71,000",,1994,2020,2,15,방화동,개화,133.98,9,819
11500,"65,000",,1994,2020,2,22,방화동,개화,101.86,5,819
11500,"87,000",,2005,2020,2,8,내발산동,우장산힐스테이트,59.98,12,657
11500,"49,000",,1999,2020,2,27,등촌동,제일(코오롱),59.99,6,642
11500,"90,700",,2005,2020,2,22,염창동,강변힐스테이트,84.99,13,299
11500,"50,000",,2004,2020,2,15,염창동,이너스내안에,59.9,3,254-2
11500,"69,000",,2005,2020,2,22,마곡동,마곡금호어울림,84.948,8,717
11500,"71,000",,2005,2020,2,8,마곡동,마곡금호어울림,84.948,13,717
11500,"34,800",,1988,2020,2,29,화곡동,중앙화곡하이츠,74.16,1,351-89
11500,"96,500",,2003,2020,2,19,화곡동,우장산롯데캐슬,134.99,8,1145
11500,"25,800",,2015,2020,2,1,화곡동,남광아파트,45.72,6,917-5
11500,"48,100",,1992,2020,2,11,가양동,가양2단지(성지),39.6,7,1461
11500,"49,500",,1992,2020,2,22,가양동,강변,39.6,7,1475
11500,"51,000",,2008,2020,2,21,염창동,삼현팰리채,66.78,6,250-1
11500,"65,300",,1999,2020,2,18,염창동,금호타운,59.88,6,240-32
11500,"61,500",,1993,2020,2,18,방화동,동성,84.95,3,817
11500,"40,000",,1988,2020,2,3,방화동,한미(286-1),47.22,5,286-1
11500,"40,000",,1994,2020,2,23,방화동,마곡중앙하이츠아파트,51.03,15,852
11500,"66,300",,1999,2020,2,14,염창동,동아3,59.7,15,258-1
11500,"110,000",,1993,2020,2,14,가양동,대림경동아파트,131.4,12,1474
11500,"50,000",,1992,2020,2,22,가양동,강변,39.6,10,1475
11500,"85,500",,2003,2020,2,6,화곡동,우장산롯데캐슬,85,1,1145
11500,"64,000",,1994,2020,2,25,등촌동,"진로,미주아파트",84.96,1,701
11500,"88,800",,2017,2020,2,22,마곡동,마곡13단지힐스테이트마스터,59.9825,1,748
11500,"32,700",,1988,2020,2,14,화곡동,중앙화곡하이츠,56.88,9,351-89
11500,"59,000",,2008,2020,2,14,방화동,지니스힐,152.04,5,537-1
11500,"15,800",,2002,2020,2,20,화곡동,신원센스빌,40.21,2,24-176
11500,"62,000",,1994,2020,2,29,방화동,개화,133.98,1,819
11500,"90,000",,2015,2020,2,12,화곡동,강서힐스테이트,59.99,13,1165
11500,"31,000",,2011,2020,2,28,화곡동,동훈타마르(921-18),58.55,7,921-18
11500,"42,500",,1995,2020,2,8,등촌동,주공5,37.67,2,695
11500,"76,000",,1994,2020,2,22,방화동,방화4단지,134.65,13,831
11500,"66,000",,1994,2020,2,24,등촌동,"진로,미주아파트",84.96,1,701
11500,"33,800",,1994,2020,2,19,방화동,방화5,33.18,11,814
11500,"65,000",,1998,2020,2,20,염창동,한강동아,59.97,13,293
11500,"63,700",,1999,2020,2,25,등촌동,서광등촌마을아파트,59.67,13,638
11500,"43,700",,1994,2020,2,8,등촌동,"등촌7,8단지주공아파트",41.85,15,707
11500,"69,200",,1999,2020,2,14,가양동,빛고을우방,84.9,17,448-9
11500,"30,500",,2010,2020,2,10,화곡동,상진지오벨리,68.22,3,1160
11500,"42,000",,2019,2020,2,7,화곡동,메종드로제,57.3,5,926-3
11500,"53,200",,1999,2020,2,8,방화동,한숲마을대림,84.83,6,862
11500,"64,000",,1995,2020,2,29,등촌동,주공5,58.14,11,695
11500,"50,500",,1994,2020,2,27,방화동,방화5,49.77,4,814
11500,"32,600",,2005,2020,2,29,화곡동,화곡예다움,64.21,8,461-4
11500,"108,000",,2015,2020,2,8,화곡동,강서힐스테이트,84.99,15,1165
11500,"64,000",,2003,2020,2,29,염창동,태진드림피아,78.87,3,296
11500,"58,000",,2002,2020,2,22,방화동,신안네트빌1단지,84.0164,12,868
11500,"72,500",,2005,2020,2,21,마곡동,한솔솔파크,59.81,3,716
11500,"34,000",,2009,2020,2,22,화곡동,성광(343-38),55.26,8,343-38
11500,"129,300",,2014,2020,2,4,마곡동,마곡엠밸리4단지,114.86,15,738
11500,"59,200",,1995,2020,2,29,등촌동,주공5,58.14,1,695
11500,"89,500",,2005,2020,2,14,염창동,강변힐스테이트,84.99,4,299
11500,"65,000",,1995,2020,2,26,등촌동,주공5,58.14,8,695
11500,"37,500",,2005,2020,2,6,화곡동,진성아파트102동,84.89,4,1133-14
11500,"30,400",,1994,2020,2,12,방화동,장미,39.96,13,841
11500,"64,700",,2008,2020,2,8,내발산동,마곡수명산파크5단지,59.84,6,749
11500,"42,500",,1994,2020,2,15,방화동,청솔,49.2,3,832
11500,"45,000",,2006,2020,2,25,화곡동,서광프리메라,84.37,13,981-1
11500,"59,900",,2009,2020,2,28,공항동,공항동부센트레빌,59.96,10,1374
