gu_code,price,trade_type,build_year,year,month,day,dong,apt_name,area,floor,jibun
11320,"19,200",중개거래,1988,2025,2,28,쌍문동,기용,44.37,4,153
11320,"72,500",중개거래,1992,2025,2,26,창동,삼성래미안,73.92,4,45
11320,"73,800",중개거래,1992,2025,2,19,창동,삼성래미안,66.48,5,45
11320,"49,800",중개거래,1987,2025,2,22,쌍문동,동익미라벨,84.53,14,285-5
11320,"59,000",중개거래,1990,2025,2,15,창동,창동주공3단지(해등마을),61.52,11,347
11320,"95,000",중개거래,1988,2025,2,15,창동,동아,109.5,14,26
11320,"19,200",중개거래,1988,2025,2,28,쌍문동,기용,44.37,4,153
11320,"46,000",직거래,2022,2025,2,21,방학동,북한산청호아파트,59.75,1,743
11320,"38,000",중개거래,1995,2025,2,19,쌍문동,쌍문금용,59.94,7,321
11320,"33,500",중개거래,1988,2025,2,25,쌍문동,한양2,48.96,10,59
11320,"82,000",중개거래,1988,2025,2,28,창동,주공19단지(창동리버타운),68.86,10,27
11320,"77,000",중개거래,2001,2025,2,27,방학동,대상타운현대아파트,84.78,16,720-1
11320,"34,000",중개거래,1986,2025,2,25,방학동,신동아아파트1,53.16,8,271-1
11320,"48,800",중개거래,1992,2025,2,28,방학동,우성아파트1,83.85,11,507
11320,"62,500",중개거래,1997,2025,2,21,창동,동아청솔,59.445,1,808
11320,"72,300",중개거래,1997,2025,2,18,창동,동아청솔,59.76,17,808
11320,"95,500",중개거래,2004,2025,2,25,창동,북한산아이파크5차,101.9176,11,825
11320,"35,000",중개거래,1986,2025,2,28,방학동,신동아아파트1,62.22,1,271-1
11320,"47,500",중개거래,1990,2025,2,21,쌍문동,금호1,70.13,3,199-1
11320,"80,500",중개거래,2002,2025,2,21,방학동,방학동삼성래미안2,84.937,13,715-12
11320,"45,000",중개거래,1995,2025,2,21,방학동,신동아아파트4,84.9,4,732
11320,"57,000",중개거래,2001,2025,2,13,창동,성원상떼빌,59.75,15,743-15
11320,"8,300",중개거래,2013,2025,2,27,창동,월가타워,13.09,8,7
11320,"30,900",중개거래,1989,2025,2,22,창동,주공17단지,36.16,3,38
11320,"54,000",중개거래,1987,2025,2,26,도봉동,삼환도봉,73.89,11,87
11320,"95,000",중개거래,1988,2025,2,15,창동,동아,109.5,14,26
11320,"53,500",중개거래,1990,2025,2,27,쌍문동,금호1,84.88,5,199-1
11320,"35,000",중개거래,1989,2025,2,19,창동,주공17단지,36.16,8,38
11320,"58,500",중개거래,2005,2025,2,28,쌍문동,북한산월드메르디앙,70.71,8,728
11320,"71,800",중개거래,1990,2025,2,18,창동,창동주공3단지(해등마을),84.41,2,347
11320,"54,000",중개거래,1990,2025,2,22,창동,창동주공3단지(해등마을),49.94,10,347
11320,"42,500",중개거래,1996,2025,2,15,도봉동,서원,59.76,4,641
11320,"62,000",중개거래,1990,2025,2,18,창동,창동주공3단지(해등마을),58.01,10,347
11320,"42,500",중개거래,1988,2025,2,27,쌍문동,삼익세라믹,58.77,7,56
11320,"31,800",중개거래,1989,2025,2,13,창동,주공17단지,36.34,9,38
11320,"60,000",중개거래,1993,2025,2,15,쌍문동,한양7,84.3,14,158
11320,"37,500",중개거래,1993,2025,2,20,방학동,극동아파트,84.935,1,730
11320,"49,500",중개거래,1996,2025,2,28,방학동,한화성원아파트,84.98,8,731
11320,"57,500",중개거래,2000,2025,2,21,창동,대우그린,59.97,1,814
11320,"79,500",중개거래,2004,2025,2,17,창동,금호어울림,84.99,4,823
11320,"50,000",직거래,1992,2025,2,10,방학동,신동아아파트2,84.82,5,531
11320,"72,500",중개거래,1992,2025,2,26,창동,삼성래미안,73.92,4,45
11320,"31,900",중개거래,1988,2025,2,17,쌍문동,삼익세라믹,42.93,12,56
11320,"98,500",중개거래,1997,2025,2,18,창동,동아청솔,84.97,4,808
11320,"73,800",중개거래,1992,2025,2,19,창동,삼성래미안,66.48,5,45
11320,"60,000",중개거래,2005,2025,2,17,도봉동,래미안도봉,59.25,9,655
11320,"32,500",중개거래,1986,2025,2,19,방학동,신동아아파트1,53.16,7,271-1
11320,"106,500",중개거래,2004,2025,2,26,창동,북한산아이파크5차,119.1731,23,825
11320,"62,500",중개거래,1995,2025,2,22,도봉동,한신,84.94,3,30-1
11320,"64,400",중개거래,2002,2025,2,25,도봉동,도봉파크빌2,84.166,14,647
11320,"65,500",중개거래,1996,2025,2,18,창동,동아그린,59.96,2,805
11320,"70,000",중개거래,2003,2025,2,26,방학동,브라운스톤방학아파트,84.9,16,713
11320,"49,800",중개거래,1987,2025,2,22,쌍문동,동익미라벨,84.53,14,285-5
11320,"32,800",중개거래,2008,2025,2,22,방학동,태솔에버빌아파트,65.21,9,712-17
11320,"86,000",중개거래,2001,2025,2,17,창동,창동2차현대,84.504,11,815
11320,"79,000",중개거래,2003,2025,2,25,창동,태영데시앙,84.995,20,819
11320,"53,500",중개거래,1990,2025,2,27,쌍문동,금호1,84.88,5,199-1
11320,"49,000",중개거래,1996,2025,2,15,방학동,성원아파트,84.54,2,735
11320,"54,000",중개거래,1988,2025,2,22,창동,창동주공18단지,59.39,15,30
11320,"34,500",중개거래,1989,2025,2,17,창동,주공17단지,36.34,8,38
11320,"119,000",중개거래,1997,2025,2,5,창동,동아청솔,134.94,21,808
11320,"87,000",중개거래,2003,2025,2,6,창동,대림e-편한세상,84.976,11,822
11320,"49,000",중개거래,1998,2025,2,17,쌍문동,신원2,84.99,4,723
11320,"25,900",중개거래,1986,2025,2,18,방학동,신동아아파트1,43.35,4,271-1
11320,"52,000",중개거래,1994,2025,2,24,방학동,청구아파트,84.97,5,734
11320,"52,400",중개거래,1996,2025,2,15,방학동,성원아파트,84.54,9,735
11320,"52,000",중개거래,1994,2025,2,24,방학동,청구아파트,84.97,5,734
11320,"87,000",중개거래,1997,2025,2,11,창동,동아청솔,84.97,1,808
11320,"48,500",중개거래,2002,2025,2,8,쌍문동,신일라이프,81.68,3,726
11320,"34,000",중개거래,1986,2025,2,5,방학동,신동아아파트1,53.16,3,271-1
11320,"23,000",중개거래,1986,2025,2,13,방학동,신동아아파트1,43.35,1,271-1
11320,"34,500",중개거래,1998,2025,2,22,창동,신창,49.77,13,810
11320,"47,700",중개거래,1995,2025,2,12,방학동,신동아아파트4,84.9,2,732
11320,"53,500",중개거래,1990,2025,2,18,창동,창동주공3단지(해등마을),49.94,10,347
11320,"53,000",중개거래,2002,2025,2,17,쌍문동,한양6,83.86,8,59-5
11320,"28,000",중개거래,1988,2025,2,15,쌍문동,삼익세라믹,42.93,1,56
11320,"74,000",중개거래,2004,2025,2,21,쌍문동,대우파크힐(쌍문동이안),126.379,4,730
11320,"23,000",직거래,2001,2025,2,22,쌍문동,한성쉐르빌,54.1,5,88-17
11320,"44,500",중개거래,1988,2025,2,21,쌍문동,삼익세라믹,58.77,7,56
11320,"44,500",중개거래,1988,2025,2,21,쌍문동,삼익세라믹,58.77,7,56
11320,"38,900",중개거래,2003,2025,2,13,쌍문동,신동아,65.71,3,139-52
11320,"35,000",중개거래,1990,2025,2,21,쌍문동,현대1,84.66,1,54
11320,"59,000",중개거래,1990,2025,2,15,창동,창동주공3단지(해등마을),61.52,11,347
11320,"35,800",중개거래,1991,2025,2,19,창동,창동주공4단지,41.3,3,373
11320,"48,000",중개거래,1989,2025,2,14,쌍문동,성원,84.98,9,53
11320,"35,000",중개거래,1996,2025,2,13,방학동,한화성원아파트,59.88,8,731
11320,"27,000",중개거래,1986,2025,2,11,방학동,신동아아파트1,43.35,4,271-1
11320,"37,300",중개거래,1996,2025,2,15,도봉동,서원,49.77,8,641
11320,"44,000",중개거래,1993,2025,2,4,방학동,극동아파트,84.935,4,730
11320,"61,000",중개거래,1995,2025,2,18,도봉동,한신,84.94,12,30-1
11320,"42,000",중개거래,1990,2025,2,18,창동,창동주공2단지,41.3,14,316
11320,"78,000",중개거래,2003,2025,2,15,창동,태영데시앙,84.995,8,819
11320,"58,000",중개거래,1990,2025,2,1,창동,창동주공3단지(해등마을),49.94,5,347
11320,"27,700",중개거래,2003,2025,2,18,쌍문동,시그마팰리스,55.59,12,575
11320,"30,800",직거래,1987,2025,2,18,창동,상아1차아파트,45.54,9,299
