gu_code,monthly_rent,deposit,build_year,year,month,day,dong,apt_name,area,floor,jibun,contract_type,contract_term,prev_deposit,prev_monthly_rent
11440,0,"38,000",1988,2024,10,29,공덕동,마포현대,54.81,5,188-108,,,,
11440,0,"50,350",2003,2024,10,12,상암동,상암월드컵파크2단지,59.92,8,1637,,,,
11440,39,"6,120",2020,2024,10,21,서교동,서교동효성해링턴타워,17.93,24,494,,,,
11440,50,"75,000",2020,2024,10,30,대흥동,마포그랑자이,59.96,9,806,,,,
11440,0,"59,000",2010,2024,10,29,상암동,상암월드컵파크12단지,84.66,11,1743,,,,
11440,210,"30,000",2014,2024,10,24,아현동,마포래미안푸르지오1단지,59.9452,12,777,,,,
11440,0,"75,000",2015,2024,10,7,아현동,공덕자이,59.99,5,800,,,,
11440,0,"63,630",2004,2024,10,10,공덕동,공덕3삼성래미안,59.97,15,457,,,,
11440,161,"20,000",2022,2024,10,28,아현동,더클래시,59.97,6,804,,,,
11440,0,"68,000",2005,2024,10,4,상암동,상암월드컵파크7단지,84.74,5,1660,,,,
11440,0,"44,100",2022,2024,10,9,아현동,더클래시,43.64,5,804,,,,
11440,210,"30,000",2014,2024,10,26,아현동,마포래미안푸르지오1단지,59.9796,8,777,,,,
11440,0,"59,000",2022,2024,10,28,아현동,더클래시,59.97,9,804,,,,
11440,92,"30,000",2000,2024,10,31,신공덕동,신공덕1차삼성래미안1아파트,59.76,23,155,,,,
11440,0,"38,000",1988,2024,10,29,공덕동,마포현대,54.81,5,188-108,,,,
11440,0,"50,000",2001,2024,10,30,창전동,신촌금호,84.95,5,438,,,,
11440,0,"45,000",1996,2024,10,30,도화동,도화동현대,68.22,2,357,,,,
11440,0,"60,000",1991,2024,10,19,도화동,우성,79.97,5,82,,,,
11440,85,"30,000",2022,2024,10,26,아현동,더클래시,43.27,12,804,,,,
11440,20,"55,000",1998,2024,10,26,아현동,서서울삼성,84.89,11,692,,,,
11440,0,"40,000",1988,2024,10,28,공덕동,마포현대,59.95,3,188-108,,,,
11440,77,"10,000",1986,2024,10,4,성산동,성산시영(대우),50.03,1,446,,,,
11440,0,"44,100",2022,2024,10,24,아현동,더클래시,43.27,8,804,,,,
11440,0,"67,000",2005,2024,10,26,상암동,상암월드컵파크6단지,84.53,1,1689,,,,
11440,0,"40,000",1986,2024,10,26,성산동,성산시영(유원),59.43,2,446,,,,
11440,0,"30,870",1999,2024,10,17,대흥동,대흥동태영아파트,59.4,21,660,,,,
11440,120,"40,000",2019,2024,10,22,망원동,마포한강아이파크,59.3883,13,521,,,,
11440,166,"12,300",2014,2024,10,14,아현동,마포래미안푸르지오1단지,59.9236,13,777,,,,
11440,0,"60,000",1991,2024,10,19,도화동,우성,79.97,5,82,,,,
11440,0,"60,000",1999,2024,10,12,대흥동,대흥동태영아파트,59.4,12,660,,,,
11440,0,"20,000",2014,2024,10,7,아현동,마포래미안푸르지오1단지,84.8919,23,777,,,,
11440,0,"60,000",1991,2024,10,3,도화동,우성,79.97,5,82,,,,
11440,0,"61,950",2022,2024,10,12,아현동,더클래시,59.5,8,804,,,,
11440,0,"65,000",2003,2024,10,9,창전동,신촌태영데시앙,84.97,8,439,,,,
11440,137,"33,075",2004,2024,10,7,현석동,강변힐스테이트,114.99,5,222,,,,
11440,0,"103,000",2004,2024,10,8,현석동,강변힐스테이트,114.99,11,222,,,,
11440,0,"49,000",2000,2024,10,7,중동,중동계룡아파트,60,6,391,,,,
11440,0,"36,000",1986,2024,10,1,성산동,성산시영(유원),59.43,13,446,,,,
11440,70,"18,000",1991,2024,10,7,도화동,우성,54.72,6,82,,,,
11440,0,"73,000",1997,2024,10,5,도화동,삼성,72.185,6,550,,,,
11440,0,"29,500",1986,2024,10,4,성산동,성산시영(유원),59.43,13,446,,,,
