gu_code,monthly_rent,deposit,build_year,year,month,day,dong,apt_name,area,floor,jibun,contract_type,contract_term,prev_deposit,prev_monthly_rent
11680,0,"75,000",1979,2021,12,6,대치동,은마,76.79,7,316,,,,
11680,95,"3,000",1993,2021,12,8,수서동,까치마을,34.44,9,746,,,,
11680,0,"45,000",2006,2021,12,3,역삼동,역삼I'PARK,28.246,3,713-11,,,,
11680,0,"82,000",1979,2021,12,22,대치동,은마,84.43,4,316,,,,
11680,0,"42,413",2014,2021,12,23,자곡동,래미안포레,84.97,10,687,,,,
11680,0,"115,500",2006,2021,12,4,도곡동,도곡렉슬,84.9984,7,527,,,,
11680,100,"30,000",1976,2021,12,16,논현동,"청학아파트에이동,비동,씨동",85.12,1,62-3,,,,
11680,360,"60,000",2021,2021,12,4,삼성동,래미안라클래시,84.98,15,189,,,,
11680,0,"109,000",2006,2021,12,7,도곡동,도곡렉슬,59.9772,23,527,,,,
11680,270,"65,000",2002,2021,12,13,대치동,롯데캐슬,135.73,8,893,,,,
11680,150,"20,000",1979,2021,12,23,대치동,은마,76.79,7,316,,,,
11680,0,"35,200",2015,2021,12,24,율현동,강남한신휴플러스6단지,59.73,8,365,,,,
11680,220,"100,000",2021,2021,12,26,일원동,디에이치자이개포,84.71,19,743,,,,
11680,0,"145,000",2018,2021,12,16,일원동,래미안 개포 루체하임,84.97,5,741,,,,
11680,0,"57,700",1993,2021,12,24,일원동,상록수,74.54,1,734,,,,
11680,530,"70,000",2006,2021,12,23,도곡동,도곡렉슬,119.8906,13,527,,,,
11680,530,"70,000",2006,2021,12,23,도곡동,도곡렉슬,119.8906,13,527,,,,
11680,0,"70,000",1977,2021,12,14,압구정동,"현대5차(71,72동)",82.23,6,455,,,,
11680,0,"120,000",2021,2021,12,23,삼성동,래미안라클래시,59.99,16,189,,,,
11680,0,"70,000",1983,2021,12,20,개포동,개포주공6단지,73.02,3,185,,,,
11680,0,"20,000",1979,2021,12,29,대치동,은마,76.79,6,316,,,,
11680,100,"80,000",1999,2021,12,26,대치동,대치현대,85,4,974,,,,
11680,0,"74,000",1979,2021,12,7,대치동,은마,76.79,12,316,,,,
11680,0,"80,000",1979,2021,12,1,대치동,은마,84.43,6,316,,,,
11680,0,"105,000",2002,2021,12,17,청담동,청담대림이-편한세상,81.84,11,30-33,,,,
11680,150,"50,000",2019,2021,12,6,개포동,래미안블레스티지,49.909,13,1280,,,,
11680,0,"105,000",2019,2021,12,17,개포동,디에이치아너힐즈,59.7479,15,1281,,,,
11680,0,"72,000",1979,2021,12,1,대치동,은마,76.79,2,316,,,,
11680,0,"70,000",2015,2021,12,26,율현동,강남한신휴플러스6단지,59.98,7,365,,,,
11680,113,"70,000",2006,2021,12,23,역삼동,역삼푸르지오,84.9097,15,754-1,,,,
11680,0,"110,000",2009,2021,12,16,역삼동,래미안그레이튼,59.97,13,763-16,,,,
11680,110,"65,000",2004,2021,12,10,삼성동,삼성동중앙하이츠빌리지,84.87,13,14-1,,,,
11680,0,"50,400",1977,2021,12,23,압구정동,한양1차(영동한양),83.04,1,490,,,,
11680,0,"55,650",1987,2021,12,4,일원동,우성7,68.39,12,615,,,,
11680,0,"162,750",2004,2021,12,14,대치동,포스코더샵,164.88,6,902,,,,
11680,140,"40,000",1983,2021,12,22,개포동,개포주공7단지,83.7,11,185,,,,
11680,0,"162,750",2006,2021,12,27,도곡동,도곡렉슬,120.8233,1,527,,,,
11680,130,"200,000",2017,2021,12,17,대치동,대치SKVIEW,93.4,11,1029,,,,
11680,165,"5,000",1979,2021,12,18,대치동,은마,76.79,13,316,,,,
11680,350,"70,000",2019,2021,12,20,개포동,디에이치아너힐즈,94.8407,16,1281,,,,
11680,150,"90,000",1978,2021,12,15,도곡동,도곡쌍용예가,107.53,3,933,,,,
