gu_code,price,trade_type,build_year,year,month,day,dong,apt_name,area,floor,jibun
11305,"60,000",,1991,2020,12,31,번동,주공1단지,84.41,5,242
11305,"74,500",,2006,2020,12,31,미아동,미아1차래미안,59.9,13,797
11305,"80,000",,2010,2020,12,30,미아동,삼성래미안트리베라2단지,59.38,18,812
11305,"52,000",,2001,2020,12,21,수유동,래미안수유,59.88,7,730
11305,"53,300",,1997,2020,12,28,번동,현대(148-494),84.9,4,148-494
11305,"54,000",,1991,2020,12,30,번동,주공1단지,49.94,2,242
11305,"82,000",,2006,2020,12,30,미아동,미아1차래미안,84.58,5,797
11305,"26,000",,1997,2020,12,29,번동,쌍용,59.94,4,459-110
11305,"65,000",,1991,2020,12,30,번동,주공1단지,71.89,5,242
11305,"77,000",,2010,2020,12,30,미아동,래미안트리베라1단지,59.6,5,813
11305,"68,500",,2001,2020,12,28,번동,오동공원현대,117.2775,5,760
11305,"97,000",,2017,2020,12,28,미아동,꿈의숲롯데캐슬,84.98,1,4
11305,"36,400",,2004,2020,12,17,수유동,진명,87.78,4,180-31
11305,"62,500",,2004,2020,12,26,미아동,벽산라이브파크,84.89,1,1354
11305,"77,000",,2003,2020,12,26,미아동,삼각산아이원,84.705,21,1357
11305,"73,000",,2004,2020,12,26,미아동,에스케이북한산시티,84.92,2,1353
11305,"84,000",,2019,2020,12,30,미아동,꿈의숲해링턴플레이스,59.36,6,1369
11305,"71,000",,2002,2020,12,28,미아동,미아한일유앤아이,84.552,2,1355
11305,"81,000",,2006,2020,12,26,미아동,미아동부센트레빌,59.96,11,474
11305,"57,600",,2004,2020,12,30,미아동,벽산라이브파크,59.67,2,1354
11305,"99,000",,2010,2020,12,23,미아동,삼성래미안트리베라2단지,84.15,10,812
11305,"75,000",,2003,2020,12,24,미아동,삼각산아이원,84.705,10,1357
11305,"48,000",,1991,2020,12,28,번동,주공1단지,41.3,11,242
11305,"46,500",,2000,2020,12,24,번동,기산그린,59.94,15,191
11305,"88,000",,2010,2020,12,19,미아동,래미안트리베라1단지,84.97,7,813
11305,"112,000",,2010,2020,12,29,미아동,래미안트리베라1단지,114.98,17,813
