gu_code,price,trade_type,build_year,year,month,day,dong,apt_name,area,floor,jibun
11740,"125,000",,2019,2020,5,20,상일동,고덕롯데캐슬베네루체,84.923,7,514
11740,"44,000",,1999,2020,5,22,천호동,천호롯데아파트,59.99,2,55-4
11740,"75,600",,2000,2020,5,1,암사동,선사현대아파트,83.18,28,509
11740,"41,000",,1997,2020,5,26,상일동,동아,59.25,6,473
11740,"70,500",,2019,2020,5,26,성내동,집앤사비키아파트,71.25,4,545-8
11740,"60,700",,1992,2020,5,23,길동,삼익세라믹,84.85,8,184
11740,"92,000",,2009,2020,5,28,강일동,강일리버파크10단지,114.81,11,695
11740,"90,000",,2010,2020,5,30,둔촌동,둔촌푸르지오,59.98,10,630
11740,"144,000",,2020,2020,5,30,상일동,고덕아르테온,84.95,19,519
11740,"49,500",,2005,2020,5,30,길동,해맞이에이동,83.8,3,228
11740,"92,000",,1995,2020,5,30,고덕동,배재현대,84.9,6,312
11740,"41,000",,1997,2020,5,26,상일동,동아,59.25,6,473
11740,"95,000",,2009,2020,5,28,암사동,한솔솔파크,84.98,11,518
11740,"28,300",,2015,2020,5,29,길동,다성이즈빌(주상복합),36.62,16,388-7
11740,"52,500",,1998,2020,5,28,길동,동삼빌라트,81.16,6,107
11740,"113,500",,2008,2020,5,30,암사동,롯데캐슬퍼스트,84.81,12,414-2
11740,"114,000",,2010,2020,5,30,둔촌동,둔촌푸르지오,113.67,1,630
11740,"102,000",,2019,2020,5,28,명일동,래미안솔베뉴,59.11,29,359
11740,"135,000",,2016,2020,5,30,고덕동,래미안힐스테이트고덕,84.94,10,688
11740,"72,100",,2000,2020,5,27,둔촌동,신성둔촌미소지움2,59.88,11,134-10
11740,"78,000",,1983,2020,5,30,길동,신동아,72.3,5,160
11740,"74,500",,2000,2020,5,30,암사동,선사현대아파트,59.64,13,509
11740,"72,000",,2019,2020,5,24,성내동,집앤사비키아파트,71.25,8,545-8
11740,"75,700",,2011,2020,5,30,상일동,고덕리엔파크3단지,59.72,9,490
11740,"72,000",,2000,2020,5,29,암사동,선사현대아파트,59.64,17,509
11740,"63,000",,2006,2020,5,25,길동,강동역에스케이허브,84.94,23,445-1
11740,"129,700",,2016,2020,5,28,고덕동,래미안힐스테이트고덕,84.94,6,688
11740,"100,000",,2004,2020,5,26,암사동,현대홈타운,84.98,4,400
11740,"105,000",,2019,2020,5,27,상일동,고덕센트럴IPARK,59.97,6,513
11740,"103,000",,2019,2020,5,27,명일동,래미안솔베뉴,59.11,5,359
11740,"84,000",,1983,2020,5,30,명일동,삼익그린2차,54.81,9,15
11740,"73,000",,2000,2020,5,22,암사동,선사현대아파트,59.64,18,509
11740,"96,500",,2003,2020,5,30,길동,강동LG자이,84.88,7,474
11740,"115,000",,1986,2020,5,29,명일동,신동아,81.07,2,44
11740,"132,000",,2019,2020,5,23,고덕동,고덕그라시움,73.56,15,693
11740,"100,000",,2019,2020,5,28,고덕동,고덕그라시움,59.78,18,693
11740,"61,000",,1999,2020,5,29,명일동,명일지에스아파트,59.79,3,332
11740,"122,500",,2019,2020,5,30,상일동,고덕롯데캐슬베네루체,84.923,10,514
11740,"72,000",,1999,2020,5,23,명일동,명일지에스아파트,84.96,2,332
11740,"64,500",,1999,2020,5,19,천호동,천호태영아파트,59.63,15,566
11740,"100,000",,2019,2020,5,30,상일동,고덕센트럴IPARK,59.97,15,513
11740,"63,000",,1988,2020,5,22,천호동,코오롱상가아파트,56.4,4,410-100
11740,"70,000",,1999,2020,5,26,성내동,둔촌역청구,59.96,8,419-1
11740,"57,000",,2001,2020,5,23,성내동,메이저,83.67,6,429-6
11740,"83,000",,1983,2020,5,25,명일동,삼익그린2차,54.81,10,15
11740,"145,000",,2011,2020,5,30,고덕동,고덕 아이파크,114.98,9,499
11740,"95,000",,1983,2020,5,28,명일동,삼익그린2차,66.87,5,15
11740,"97,000",,2000,2020,5,21,암사동,선사현대아파트,82.94,22,509
11740,"53,000",,1999,2020,5,20,성내동,동일상가,104.82,2,416-11
11740,"70,000",,1998,2020,5,28,둔촌동,둔촌하이츠,59.79,11,545
11740,"75,000",,2007,2020,5,28,천호동,강동상떼빌,94.36,8,450
11740,"78,500",,2007,2020,5,29,천호동,강동상떼빌,119.7,9,450
11740,"64,000",,1997,2020,5,8,천호동,천호동삼성아파트,59.86,12,528
11740,"113,000",,2008,2020,5,30,암사동,롯데캐슬퍼스트,84.81,25,414-2
11740,"102,000",,2000,2020,5,26,암사동,선사현대아파트,114.42,2,509
11740,"111,000",,2008,2020,5,23,암사동,롯데캐슬퍼스트,84.98,8,414-2
11740,"71,000",,1988,2020,5,20,둔촌동,현대3,79.99,4,135-1
11740,"69,500",,1998,2020,5,18,둔촌동,신성둔촌미소지움1,59.78,13,546
11740,"82,000",,1998,2020,5,19,둔촌동,둔촌하이츠,84.54,12,545
11740,"73,500",,1999,2020,5,25,암사동,한강현대,59.94,7,442-1
11740,"122,000",,1986,2020,5,25,명일동,한양,106.64,11,54
11740,"94,000",,2009,2020,5,23,암사동,한솔솔파크,84.98,8,518
11740,"98,500",,2007,2020,5,30,암사동,프라이어팰리스,84.949,9,413
11740,"54,000",,1993,2020,5,21,성내동,현대상가,118.4,3,383-11
11740,"85,200",,1999,2020,5,28,암사동,한강현대,84.93,2,442-1
11740,"69,500",,1998,2020,5,26,둔촌동,신성둔촌미소지움1,59.78,2,546
11740,"66,500",,2002,2020,5,30,명일동,형인허브빌,84.43,6,354
11740,"45,000",,2008,2020,5,22,천호동,형인허브빌,75.47,2,27-41
11740,"15,500",,2018,2020,5,30,길동,다성이즈빌(387-4),14.45,7,387-4
11740,"64,500",,2004,2020,5,30,명일동,우성101동,84.97,9,356
11740,"89,500",,1984,2020,5,27,명일동,삼익가든,66.87,8,270
11740,"130,500",,2008,2020,5,18,암사동,롯데캐슬퍼스트,112.11,23,414-2
11740,"113,500",,1986,2020,5,22,명일동,한양,84.92,15,54
11740,"101,000",,2019,2020,5,18,명일동,래미안솔베뉴,59.11,9,359
11740,"103,000",,2016,2020,5,20,고덕동,래미안힐스테이트고덕,59.35,21,688
11740,"107,000",,2017,2020,5,20,천호동,래미안강동팰리스,59.98,23,571
11740,"87,500",,1985,2020,5,30,천호동,우성,84.93,7,19-1
11740,"129,000",,1983,2020,5,16,명일동,삼익그린2차,107.555,6,15
11740,"85,000",,2009,2020,5,26,강일동,강일리버파크9단지,84.53,12,699
11740,"72,000",,2009,2020,5,28,강일동,강일리버파크5단지,59.87,11,670
11740,"103,000",,2007,2020,5,16,암사동,프라이어팰리스,84.988,19,413
11740,"113,000",,2008,2020,5,29,암사동,롯데캐슬퍼스트,84.81,25,414-2
11740,"48,500",,1998,2020,5,23,길동,동삼빌라트,81.16,3,107
11740,"78,000",,1995,2020,5,25,고덕동,배재현대,59.94,19,312
11740,"131,500",,2018,2020,5,13,상일동,고덕숲아이파크,84.85,21,515
11740,"111,000",,1983,2020,5,12,명일동,삼익그린2차,84.755,1,15
11740,"80,500",,1994,2020,5,30,길동,길동우성,84.75,13,400
11740,"103,000",,2018,2020,5,26,상일동,고덕숲아이파크,59.87,5,515
11740,"80,000",,1999,2020,5,16,암사동,한강현대,71.91,14,442-1
11740,"63,000",,1999,2020,5,22,성내동,둔촌역청구,59.87,2,419-1
11740,"137,500",,1986,2020,5,26,명일동,현대(고덕),131.83,3,56
11740,"115,000",,2009,2020,5,23,천호동,강변그대가갤럭시,84.99,15,570
11740,"104,500",,2008,2020,5,22,암사동,롯데캐슬퍼스트,84.98,13,414-2
11740,"137,000",,1996,2020,5,29,성내동,신호빌라트,190.32,11,452-3
11740,"93,000",,2008,2020,5,26,암사동,롯데캐슬퍼스트,59.99,7,414-2
11740,"85,000",,1983,2020,5,23,명일동,삼익그린2차,54.81,5,15
11740,"60,000",,2005,2020,5,31,성내동,올림픽파크힐,84.52,7,446-17
11740,"74,000",,2002,2020,5,28,성내동,성안마을청구,84.96,1,295
11740,"90,800",,1998,2020,5,18,둔촌동,신성둔촌미소지움1,84.86,16,546
11740,"64,000",,1999,2020,5,27,성내동,코오롱(1차),59.96,8,196-8
11740,"70,000",,2019,2020,5,29,성내동,집앤사비키아파트,71.25,3,545-8
11740,"58,000",,2004,2020,5,23,천호동,강동역두산위브센티움,59.96,11,155-5
11740,"76,000",,1990,2020,5,13,천호동,현대프라자아파트,100.8,4,410-105
11740,"72,500",,2000,2020,5,23,암사동,선사현대아파트,59.64,5,509
11740,"124,500",,2008,2020,5,15,암사동,롯데캐슬퍼스트,102.34,18,414-2
11740,"64,000",,1997,2020,5,19,천호동,천호동삼성아파트,59.86,5,528
11740,"119,000",,2008,2020,5,22,암사동,롯데캐슬퍼스트,103.01,12,414-2
11740,"72,000",,1996,2020,5,16,길동,현대1,84.87,12,470
11740,"94,000",,2003,2020,5,19,길동,강동LG자이,84.88,21,474
11740,"63,000",,1985,2020,5,14,천호동,우성,51.44,10,19-1
